,imdbId,year,Decade,title.y,Btest,Btest5,budget13,domgross13,intgross13,averating,nratings
610,211443,2001,2000,Jason X,PASS,1 ok,18.421843,17.265945,22.305955,,
614,212720,2001,2000,Artificial Intelligence: AI,FAIL,4 notalk,118.426136,103.447452,310.408061,2.927272727,55
615,212985,2001,2000,Hannibal,PASS,1 ok,114.478598,217.235991,460.678038,3.060606061,33
616,213149,2001,2000,Pearl Harbor,FAIL,3 men,199.350663,261.247866,591.130447,2.869047619,42
620,218817,2001,2000,Antitrust,FAIL,3 men,39.475379,14.428526,23.507863,2.6875,8
623,221027,2001,2000,Blow,FAIL,4 notalk,39.475379,69.727697,109.586673,3.486486486,37
624,221218,2001,2000,The Glass House,PASS,1 ok,28.948611,23.621318,30.082587,,
626,227538,2001,2000,Spy Kids,PASS,1 ok,46.054609,148.285394,260.132301,2.785714286,14
627,230011,2001,2000,Atlantis: The Lost Empire,FAIL,4 notalk,118.426136,110.600487,244.811851,3.333333333,6
628,230600,2001,2000,The Others,PASS,1 ok,22.369381,127.008987,276.25796,3.489795918,49
629,232500,2001,2000,The Fast and the Furious,FAIL,4 notalk,50.002146,190.155939,271.738388,3.2875,40
631,236348,2001,2000,Josie and the Pussycats,PASS,1 ok,28.948611,18.754529,18.754529,,
636,240462,2001,2000,Dr. Dolittle 2,PASS,1 ok,94.740909,148.62575,231.722738,,
637,240772,2001,2000,Ocean's Eleven,FAIL,4 notalk,111.846906,241.348715,593.089313,3.880769231,130
639,241527,2001,2000,Harry Potter and the Sorcerer's Stone,PASS,1 ok,164.480745,417.880504,1282.627914,3.657142857,105
641,242587,2001,2000,L.I.E.,FAIL,4 notalk,0.921092,1.501334,1.501334,,
643,242998,2001,2000,Valentine,FAIL,3 men,13.15846,26.822383,26.822383,,
644,243155,2001,2000,Bridget Jones's Diary,PASS,1 ok,32.896149,94.083718,370.446373,3.471830986,71
645,244000,2001,2000,American Outlaws,FAIL,4 notalk,46.054609,17.454678,17.454678,,
646,244970,2001,2000,Someone Like You...,PASS,1 ok,30.264457,35.97264,50.903377,,
647,245674,2001,2000,Thir13en Ghosts,FAIL,4 notalk,25.001073,55.091786,90.093288,,
649,246578,2001,2000,Donnie Darko,FAIL,2 dubious,5.921307,1.671811,10.127447,4.02688172,93
650,247638,2001,2000,The Princess Diaries,PASS,1 ok,39.475379,142.433448,217.555094,3.138888889,18
651,247745,2001,2000,Super Troopers,FAIL,4 notalk,3.947538,24.3331,30.325173,3.181818182,11
652,248845,2001,2000,Hedwig and the Angry Inch,PASS,1 ok,7.895076,4.03611,4.794811,4,7
654,250494,2001,2000,Legally Blonde,PASS,1 ok,23.685227,126.970485,186.599109,2.989361702,47
655,251075,2001,2000,Evolution,PASS,1 ok,105.267677,50.411551,129.402834,2.725,20
659,253126,2001,2000,High Heels and Low Lifes,PASS,1 ok,13.15846,0.298423,0.298423,,
663,256380,2001,2000,Shallow Hal,PASS,1 ok,52.633838,93.209654,93.209654,2.760869565,23
671,258273,2001,2000,Lovely and Amazing,PASS,1 ok,0.328961,5.54021,6.178924,,
674,259711,2001,2000,Vanilla Sky,FAIL,4 notalk,92.109217,132.393654,266.756984,3.013513514,37
675,260866,2001,2000,Don't Say A Word,PASS,1 ok,65.792298,72.368206,137.490616,3.272727273,11
676,261392,2001,2000,Jay and Silent Bob Strike Back,PASS,1 ok,28.948611,39.553522,44.426118,3.241935484,31
677,263488,2001,2000,Jeepers Creepers,PASS,1 ok,13.15846,49.876055,77.554691,2.1,5
679,264761,2001,2000,Kissing Jessica Stein,PASS,1 ok,1.973769,9.244768,11.621399,3.583333333,6
680,265086,2001,2000,Black Hawk Down,FAIL,5 nowomen,125.005366,142.951853,210.128869,3.724489796,49
681,265343,2001,2000,Monsoon Wedding,PASS,1 ok,1.579015,18.25996,35.561527,3.625,16
682,265666,2001,2000,The Royal Tenenbaums,PASS,1 ok,36.843687,68.88932,93.992029,3.753623188,69
686,267804,2001,2000,The One,FAIL,5 nowomen,64.476452,57.773198,57.773198,3,10
690,268978,2001,2000,A Beautiful Mind,FAIL,4 notalk,102.635985,224.626742,418.00223,3.951754386,114
691,268995,2001,2000,The Majestic,FAIL,4 notalk,94.740909,36.57531,49.089389,3.55,10
692,271027,2001,2000,Kiss of the Dragon,FAIL,4 notalk,32.896149,48.467177,48.467177,2.666666667,6
702,280707,2001,2000,Gosford Park,PASS,1 ok,23.685227,54.344576,54.344576,3.362068966,29
714,286112,2001,2000,Shaolin Soccer,FAIL,5 nowomen,13.15846,0.64328,56.286669,3.6875,8
727,290879,2001,2000,The Legend of Suriyothai,PASS,1 ok,11.842614,0.59773,0.59773,,
426,120679,2002,2000,Frida,FAIL,3 men,15.542151,33.525714,72.155308,3.961538462,13
445,120804,2002,2000,Resident Evil,PASS,1 ok,45.331273,51.962213,134.423285,3,22
459,120912,2002,2000,Men in Black II,FAIL,4 notalk,181.32509,246.626476,572.168477,3.071428571,49
464,121765,2002,2000,Star Wars: Episode II - Attack of the Clones,FAIL,2 dubious,148.94561,402.382056,850.538512,3.103658537,82
486,133240,2002,2000,Treasure Planet,FAIL,4 notalk,129.517922,49.372949,118.897452,3,7
507,145487,2002,2000,Spider-Man,FAIL,4 notalk,180.029911,522.872106,1064.074398,3.52238806,134
544,166813,2002,2000,Spirit: Stallion of the Cimarron,FAIL,5 nowomen,103.614337,94.826948,137.956416,,
548,167261,2002,2000,The Lord of the Rings: The Two Towers,FAIL,4 notalk,121.746846,443.662324,1200.694576,4.061170213,188
551,168786,2002,2000,Antwone Fisher,FAIL,4 notalk,16.18974,27.299975,30.265212,3.625,8
561,180052,2002,2000,The Adventures of Pluto Nash,FAIL,3 men,129.517922,5.713168,9.18929,1.8,5
564,181689,2002,2000,Minority Report,FAIL,4 notalk,132.10828,170.995666,464.742312,3.686956522,115
571,183649,2002,2000,Phone Booth,FAIL,4 notalk,14.246971,60.31159,126.716628,3.410714286,28
578,187738,2002,2000,Blade II,FAIL,4 notalk,69.939678,105.786208,199.896148,2.840909091,22
618,217505,2002,2000,Gangs of New York,FAIL,4 notalk,125.632384,100.674928,246.602123,3.671428571,35
632,238380,2002,2000,Equilibrium,FAIL,4 notalk,25.903584,1.541287,6.923858,3.728571429,35
633,238546,2002,2000,Queen of the Damned,PASS,1 ok,45.331273,39.254038,39.254038,2.333333333,6
634,238924,2002,2000,The Dangerous Lives of Altar Boys,FAIL,4 notalk,15.542151,2.304492,2.304492,,
648,246460,2002,2000,Die Another Day,FAIL,3 men,183.915449,208.448913,559.442481,3.096774194,31
657,252076,2002,2000,Maid in Manhattan,PASS,1 ok,71.234857,121.659935,212.199853,2.533333333,15
658,252444,2002,2000,Rabbit-Proof Fence,PASS,1 ok,9.066255,8.029593,21.845695,4.25,10
660,253556,2002,2000,Reign of Fire,FAIL,4 notalk,77.710753,55.772984,106.39921,2.84375,16
661,253754,2002,2000,Star Trek: Nemesis,FAIL,4 notalk,77.710753,56.022212,87.182173,2.95,10
662,253867,2002,2000,The Sweetest Thing,PASS,1 ok,55.692706,31.641581,57.808305,2.6875,8
666,257360,2002,2000,About Schmidt,FAIL,4 notalk,38.855376,84.193406,137.06038,3.25,34
668,257756,2002,2000,High Crimes,PASS,1 ok,54.397527,53.805898,82.607955,,
669,258000,2002,2000,Panic Room,PASS,1 ok,62.168602,123.441416,254.254517,3.216666667,30
670,258068,2002,2000,The Quiet American,FAIL,3 men,25.903584,16.82133,34.125645,3.95,10
672,258463,2002,2000,The Bourne Identity,FAIL,4 notalk,77.710753,157.324072,276.261727,3.88,100
673,259446,2002,2000,My Big Fat Greek Wedding,PASS,1 ok,6.475896,312.705749,456.217193,3.362745098,51
678,264464,2002,2000,Catch Me If You Can,FAIL,4 notalk,67.349319,213.195306,454.74623,3.96969697,99
683,266452,2002,2000,Death to Smoochy,FAIL,3 men,64.758961,10.822278,10.845911,,
687,267913,2002,2000,Scooby-Doo,PASS,1 ok,108.795054,198.543415,357.850459,2.125,12
688,268126,2002,2000,Adaptation,FAIL,2 dubious,23.960815,29.139615,29.139615,3.773809524,42
689,268380,2002,2000,Ice Age,FAIL,5 nowomen,84.186649,228.453301,500.089862,3.396825397,63
693,274558,2002,2000,The Hours,PASS,1 ok,32.37948,53.977881,125.671845,3.833333333,15
694,275022,2002,2000,Crossroads,PASS,1 ok,15.542151,48.165989,73.825215,2.25,6
695,275847,2002,2000,Lilo and Stitch,PASS,1 ok,103.614337,188.800252,318.355051,3.880952381,21
696,277434,2002,2000,We Were Soldiers,PASS,1 ok,90.662545,101.179654,148.502998,3.75,16
697,278500,2002,2000,The Importance of Being Earnest,PASS,1 ok,19.427688,10.851194,10.851194,4,5
698,278504,2002,2000,Insomnia,FAIL,4 notalk,59.578244,87.117875,147.161499,3.326923077,26
699,279113,2002,2000,The Good Girl,PASS,1 ok,10.361434,18.156206,21.831701,3.583333333,12
700,280460,2002,2000,The Banger Sisters,PASS,1 ok,12.951792,39.252065,49.30387,,
701,280590,2002,2000,Mr Deeds,FAIL,3 men,64.758961,163.572654,221.824742,2.736842105,19
703,280760,2002,2000,Igby Goes Down,FAIL,3 men,11.656613,6.187673,6.187673,3.291666667,12
704,281373,2002,2000,Snow Dogs,FAIL,4 notalk,41.445735,105.10469,151.403896,2.3,5
706,283003,2002,2000,Spun,PASS,1 ok,5.828306,0.531336,1.324514,,
707,283084,2002,2000,Tuck Everlasting,PASS,1 ok,19.427688,24.818223,25.054743,,
708,283139,2002,2000,White Oleander,PASS,1 ok,20.722867,21.186244,28.050694,3.6,5
711,283832,2002,2000,8 femmes,PASS,1 ok,10.361434,3.984522,54.885065,,
713,286106,2002,2000,Signs,FAIL,4 notalk,91.572563,295.256424,528.777236,3.166666667,54
716,286261,2002,2000,All or Nothing,PASS,1 ok,11.656613,0.238643,0.238643,,
717,286499,2002,2000,Bend It Like Beckham,PASS,1 ok,7.253004,42.149599,99.37959,3.390243902,41
719,287717,2002,2000,Spy Kids 2: Island of Lost Dreams,PASS,1 ok,49.21681,111.186338,155.060534,1.8125,8
721,289043,2002,2000,28 Days Later...,PASS,1 ok,10.361434,58.367141,107.442412,3.807692308,52
722,289408,2002,2000,The Powerpuff Girls,PASS,1 ok,32.37948,14.780124,21.274227,,
723,289765,2002,2000,Red Dragon,FAIL,4 notalk,101.023979,120.393928,267.396769,3.759259259,27
725,290095,2002,2000,The Tuxedo,FAIL,5 nowomen,77.710753,65.517936,135.25508,2.5,8
728,292644,2002,2000,The Rules of Attraction,FAIL,2 dubious,5.180717,8.452031,15.281897,2.083333333,6
731,293662,2002,2000,The Transporter,FAIL,5 nowomen,27.198764,32.763432,56.89584,3.088235294,17
733,295178,2002,2000,Austin Powers in Goldmember,FAIL,4 notalk,81.596291,276.025731,379.148984,2.911111111,45
734,295297,2002,2000,Harry Potter and the Chamber of Secrets,PASS,1 ok,129.517922,339.321257,1138.436153,3.660493827,81
736,295701,2002,2000,xXx,FAIL,4 notalk,90.662545,183.824786,346.071886,2.47826087,23
737,296166,2002,2000,Real Women Have Curves,PASS,1 ok,3.885538,7.580935,7.580935,,
739,297181,2002,2000,I Spy,FAIL,4 notalk,90.662545,43.467687,78.073173,,
740,297884,2002,2000,Far from Heaven,PASS,1 ok,17.484919,20.595744,37.596351,4.166666667,15
741,298130,2002,2000,The Ring,PASS,1 ok,62.168602,167.199897,321.487424,3.427083333,48
743,298203,2002,2000,8 Mile,FAIL,4 notalk,53.102348,151.178596,314.630213,3.25,24
744,298228,2002,2000,Whale Rider,PASS,1 ok,5.569271,26.913392,51.667906,3.704545455,22
747,299658,2002,2000,Chicago,PASS,1 ok,38.855376,221.070926,398.510478,3.647058824,51
749,300532,2002,2000,Blue Crush,PASS,1 ok,38.855376,51.960544,66.855105,3,6
753,302674,2002,2000,Gerry,FAIL,5 nowomen,9.066255,0.32986,0.32986,,
754,303361,2002,2000,May,PASS,1 ok,2.266564,0.1885,0.644143,,
755,303816,2002,2000,Cabin Fever,PASS,1 ok,1.942769,27.403645,39.310844,,
756,303933,2002,2000,Drumline,FAIL,4 notalk,25.903584,73.045727,73.045727,,
759,304669,2002,2000,The Santa Clause 2,FAIL,4 notalk,84.186649,180.322432,223.840454,,
764,307479,2002,2000,Solaris,FAIL,4 notalk,60.873423,19.388882,19.388882,2.4375,8
765,307901,2002,2000,25th Hour,FAIL,3 men,5.828306,16.946895,32.825657,3.574074074,27
774,313737,2002,2000,Two Weeks Notice,PASS,1 ok,77.710753,120.911349,257.796757,2.566666667,15
789,319970,2002,2000,Carrie,PASS,1 ok,38.855376,45.676592,110.092382,,
807,327753,2002,2000,Funny Ha Ha,PASS,1 ok,0.038855,0.099819,0.099819,,
525,159365,2003,2000,Cold Mountain,PASS,1 ok,101.286957,121.079205,204.640944,3.28125,16
541,165982,2003,2000,Sinbad: Legend of the Seven Seas,FAIL,3 men,75.965217,33.530353,102.259164,,
547,167260,2003,2000,The Lord of the Rings: The Return of the King,FAIL,4 notalk,119.012174,478.385772,1445.122625,4.127840909,176
566,181852,2003,2000,Terminator 3: Rise of the Machines,PASS,1 ok,215.234783,190.366677,548.28946,3,38
591,199626,2003,2000,In the Cut,PASS,1 ok,15.193043,5.972708,29.998216,,
630,234215,2003,2000,The Matrix Reloaded,PASS,1 ok,160.793043,356.471453,935.102616,3.268292683,82
642,242653,2003,2000,The Matrix Revolutions,PASS,1 ok,139.269565,176.314964,537.149747,3.037037037,54
656,251127,2003,2000,How to Lose a Guy in 10 Days,FAIL,3 men,63.304348,133.961521,224.198644,3.133333333,15
665,257076,2003,2000,S.W.A.T.,PASS,1 ok,88.626087,147.977201,262.275924,2.45,10
684,266543,2003,2000,Finding Nemo,FAIL,4 notalk,119.012174,481.783272,1147.664217,3.803278689,122
685,266697,2003,2000,Kill Bill: Vol. 1,PASS,1 ok,69.634783,88.750338,228.019903,3.81981982,111
705,282209,2003,2000,Darkness Falls,FAIL,4 notalk,8.862609,41.198066,41.198066,,
709,283426,2003,2000,The Jungle Book 2,FAIL,5 nowomen,25.321739,60.647568,171.812557,,
712,285531,2003,2000,Dreamcatcher,FAIL,5 nowomen,86.093913,42.648478,95.824131,,
715,286244,2003,2000,Les triplettes de Belleville,PASS,1 ok,2.532174,9.244066,18.282439,3.923076923,13
718,286716,2003,2000,Hulk,FAIL,4 notalk,173.453913,167.347872,310.481535,2.375,16
720,287978,2003,2000,Daredevil,FAIL,5 nowomen,101.286957,129.829011,231.418562,2.482142857,28
726,290334,2003,2000,X2 (X-Men 2),PASS,1 ok,158.26087,272.145004,516.198274,3.617283951,81
735,295700,2003,2000,Wrong Turn,PASS,1 ok,12.66087,19.520239,36.272829,,
745,298814,2003,2000,The Core,PASS,1 ok,107.617391,39.38956,93.858357,,
748,300471,2003,2000,Shanghai Knights,FAIL,4 notalk,63.304348,76.560557,111.816793,3.2,15
750,300556,2003,2000,Timeline,FAIL,4 notalk,101.286957,24.66431,33.808553,,
751,301357,2003,2000,Goodbye Lenin!,PASS,1 ok,8.102957,5.145199,100.507729,3.714285714,21
752,301470,2003,2000,Jeepers Creepers II,PASS,1 ok,31.652174,45.10283,45.10283,,
758,304415,2003,2000,Mona Lisa Smile,PASS,1 ok,82.295652,80.780273,178.778023,3.4375,8
760,305357,2003,2000,Charlie's Angels: Full Throttle,PASS,1 ok,151.930435,127.639706,287.654957,2.020833333,24
761,306047,2003,2000,Scary Movie 3,PASS,1 ok,56.973913,139.269669,196.496696,2.416666667,12
762,306685,2003,2000,Cradle 2 the Grave,FAIL,4 notalk,31.652174,43.879701,71.451544,,
767,309593,2003,2000,Final Destination 2,PASS,1 ok,32.918261,59.375255,114.450037,2.444444444,9
768,309698,2003,2000,Identity,FAIL,4 notalk,35.450435,66.002713,104.051689,3.608695652,23
769,310778,2003,2000,Bon voyage,PASS,1 ok,25.321739,2.980024,10.586685,,
770,311113,2003,2000,Master and Commander: The Far Side of the World,FAIL,5 nowomen,170.921739,118.918972,269.56528,3.455882353,34
771,311289,2003,2000,Holes,FAIL,3 men,25.321739,85.313907,91.644342,3.1875,8
772,311429,2003,2000,The League of Extraordinary Gentlemen,FAIL,5 nowomen,98.754783,84.150728,226.965337,2.85,20
775,314331,2003,2000,Love Actually,PASS,1 ok,56.973913,75.297075,313.948928,3.581818182,55
776,315327,2003,2000,Bruce Almighty,PASS,1 ok,102.553043,307.285628,612.120077,3.1,50
777,315733,2003,2000,21 grams,FAIL,2 dubious,25.321739,20.572268,75.544402,3.316666667,30
778,315983,2003,2000,House of Sand and Fog,PASS,1 ok,20.890435,16.466075,20.457336,3.3,10
779,316396,2003,2000,Peter Pan,PASS,1 ok,126.608696,61.301208,120.601727,3.333333333,6
783,317303,2003,2000,Daddy Day Care,PASS,1 ok,75.965217,131.861413,207.999839,,
785,317740,2003,2000,The Italian Job,FAIL,4 notalk,75.965217,134.36476,223.164081,3.527272727,55
787,319061,2003,2000,Big Fish,FAIL,4 notalk,88.626087,84.109786,156.276743,3.827272727,55
791,320691,2003,2000,Underworld,FAIL,2 dubious,27.853913,65.799413,121.175229,3.19047619,21
792,322259,2003,2000,2 Fast 2 Furious,FAIL,4 notalk,96.222609,160.945047,299.075134,1.916666667,12
793,322330,2003,2000,Freaky Friday,PASS,1 ok,32.918261,139.551191,203.615191,2.428571429,14
794,323944,2003,2000,Shattered Glass,FAIL,3 men,7.596522,2.795488,3.713077,3.75,10
795,324133,2003,2000,Swimming Pool,PASS,1 ok,9.875478,12.825598,28.412666,3.7,5
796,325703,2003,2000,Lara Croft Tomb Raider: The Cradle of Life,FAIL,5 nowomen,113.947826,83.123367,198.084062,2.583333333,12
797,325710,2003,2000,The Last Samurai,FAIL,5 nowomen,177.252174,140.67565,578.361911,3.644444444,45
798,325980,2003,2000,Pirates of the Caribbean: The Curse of the Black Pearl,FAIL,3 men,158.26087,386.677167,803.907108,3.854609929,141
799,327056,2003,2000,Mystic River,PASS,1 ok,37.982609,114.11899,198.56699,3.619565217,46
800,327137,2003,2000,Secondhand Lions,FAIL,4 notalk,37.982609,53.265467,60.648814,3.4,10
808,328538,2003,2000,Thirteen,PASS,1 ok,2.532174,5.825321,12.035418,3.9375,8
809,329717,2003,2000,Hollywood Homicide,FAIL,4 notalk,94.956522,38.245683,64.7069,,
814,332379,2003,2000,The School of Rock,FAIL,2 dubious,25.321739,102.883716,166.061455,3.529411765,51
817,333780,2003,2000,"Legally Blonde 2: Red, White & Blonde",PASS,1 ok,31.652174,114.756967,158.690184,2.166666667,6
818,335119,2003,2000,Girl with a Pearl Earring,PASS,1 ok,15.193043,14.730114,54.798208,,
819,335266,2003,2000,Lost In Translation,FAIL,2 dubious,5.064348,56.44906,142.498954,3.817647059,85
821,337741,2003,2000,Something's Gotta Give,FAIL,2 dubious,101.286957,157.862359,337.646706,3.208333333,12
825,338188,2003,2000,The Missing,PASS,1 ok,82.295652,34.058165,48.432173,,
828,338459,2003,2000,Spy Kids 3-D: Game Over,PASS,1 ok,50.643478,141.498677,212.515222,,
832,339840,2003,2000,Undead,PASS,1 ok,0.949565,0.052158,0.29025,,
833,340855,2003,2000,Monster,PASS,1 ok,6.330435,43.641017,73.43772,3.5625,16
877,366920,2003,2000,Pride and Prejudice,PASS,1 ok,35.450435,48.583127,153.093346,,
546,167190,2004,2000,Hellboy,FAIL,4 notalk,73.991573,73.52784,123.102194,3.285714286,28
613,212712,2004,2000,2046,PASS,1 ok,14.798315,1.778681,23.680825,,
724,289879,2004,2000,The Butterfly Effect,FAIL,3 men,16.031507,71.432302,118.444284,3.46875,48
729,293508,2004,2000,The Phantom of the Opera,FAIL,3 men,67.825608,63.171287,195.122925,3.8125,8
738,296572,2004,2000,The Chronicles of Riddick,FAIL,3 men,147.983145,71.170953,132.214001,3.2,20
742,298148,2004,2000,Shrek 2,PASS,1 ok,86.323501,544.117065,1155.511754,3.574074074,81
746,299172,2004,2000,Home on the Range,PASS,1 ok,135.651216,61.692142,94.317626,,
757,304141,2004,2000,Harry Potter and the Prisoner of  Azkaban,PASS,1 ok,160.315074,307.729658,982.470644,3.761904762,84
763,307453,2004,2000,Shark Tale,FAIL,4 notalk,92.489466,199.052129,453.599307,2.681818182,11
766,308644,2004,2000,Finding Neverland,PASS,1 ok,30.829822,63.727222,141.861709,3.851351351,37
780,316654,2004,2000,Spider-Man 2,FAIL,4 notalk,246.638575,460.627734,966.459425,3.625,84
781,317198,2004,2000,Bridget Jones: The Edge of Reason,PASS,1 ok,61.659644,49.578078,325.432881,3.3125,8
784,317705,2004,2000,The Incredibles,PASS,1 ok,113.453745,322.407292,779.510522,3.861111111,126
786,318627,2004,2000,Resident Evil: Apocalypse,PASS,1 ok,61.659644,62.572303,159.007986,2.75,14
788,319262,2004,2000,The Day After Tomorrow,PASS,1 ok,154.14911,230.287423,686.049183,3.06,25
801,327162,2004,2000,The Stepford Wives,PASS,1 ok,123.319288,73.344915,118.660249,2.45,10
802,327247,2004,2000,The Whole Ten Yards,FAIL,4 notalk,36.995786,20.130602,32.462531,,
803,327437,2004,2000,Around the World in 80 Days,FAIL,4 notalk,135.651216,29.601758,88.795016,,
804,327554,2004,2000,Catwoman,PASS,1 ok,123.319288,49.577287,101.301096,2.071428571,7
806,327679,2004,2000,Ella Enchanted,PASS,1 ok,43.161751,28.256983,28.256983,4,6
812,332280,2004,2000,The Notebook,FAIL,2 dubious,36.995786,99.890827,126.127005,3.393939394,33
813,332375,2004,2000,Saved!,PASS,1 ok,6.165964,10.958349,12.613378,3.333333333,15
815,332452,2004,2000,Troy,FAIL,4 notalk,184.978932,164.382856,597.064223,3.1875,32
816,333766,2004,2000,Garden State,PASS,1 ok,3.082982,33.027761,44.430462,3.629310345,58
820,337563,2004,2000,13 Going on 30,PASS,1 ok,36.995786,70.464299,118.928779,2.852941176,17
822,337921,2004,2000,Cellular,PASS,1 ok,55.493679,39.466636,75.811746,2.545454545,11
824,338013,2004,2000,Eternal Sunshine of the Spotless Mind,FAIL,3 men,24.663858,42.380545,90.014995,4.122641509,106
826,338348,2004,2000,The Polar Express,FAIL,4 notalk,209.642789,240.410531,393.449767,2.785714286,7
829,338526,2004,2000,Van Helsing,PASS,1 ok,209.642789,148.168797,370.143515,2.84375,16
830,338751,2004,2000,The Aviator,FAIL,4 notalk,135.651216,126.536475,264.654077,3.617647059,34
831,339291,2004,2000,Lemony Snicket's A Series of Unfortunate Events,PASS,1 ok,123.319288,146.290116,248.645124,3.133333333,15
836,343660,2004,2000,50 First Dates,FAIL,3 men,92.489466,148.941129,242.10597,3.275862069,29
837,343818,2004,2000,"I, Robot",FAIL,4 notalk,129.485252,178.56759,429.892298,3.342105263,57
838,344510,2004,2000,A Very Long Engagement,PASS,1 ok,67.825608,7.606108,73.506419,3.909090909,11
839,345074,2004,2000,Connie and Carla,PASS,1 ok,24.663858,9.924151,9.924151,,
840,346156,2004,2000,Sky Captain and the World of Tomorrow,PASS,1 ok,86.323501,46.565462,61.327735,2.727272727,11
843,349416,2004,2000,Eulogy,PASS,1 ok,12.331929,0.086973,0.086973,,
844,349825,2004,2000,Miracle,FAIL,4 notalk,34.529401,79.390606,79.509747,3.863636364,11
845,350028,2004,2000,Raising Helen,PASS,1 ok,61.659644,46.226886,53.446952,,
846,350258,2004,2000,Ray,FAIL,2 dubious,49.327715,92.866817,153.93095,3.952380952,21
849,356470,2004,2000,A Cinderella Story,PASS,1 ok,23.430665,63.433191,86.407246,,
850,356721,2004,2000,I Heart Huckabees,PASS,1 ok,27.130243,15.766017,24.706665,3.611111111,18
853,357413,2004,2000,Anchorman: The Legend of Ron Burgundy,FAIL,3 men,30.829822,103.757037,110.205951,3.514705882,34
857,359423,2004,2000,A Home at the End of The World,FAIL,2 dubious,8.015754,1.268976,1.274887,,
858,360201,2004,2000,Wimbledon,PASS,1 ok,43.161751,20.79482,51.382801,,
863,362227,2004,2000,The Terminal,FAIL,4 notalk,92.489466,95.047057,269.667169,3.364864865,37
864,362269,2004,2000,Kinsey,PASS,1 ok,13.565122,12.59663,16.03269,3.535714286,14
865,362270,2004,2000,The Life Aquatic with Steve Zissou,FAIL,3 men,61.659644,29.604924,42.923407,3.568965517,29
867,363282,2004,2000,New York Minute,FAIL,4 notalk,49.327715,17.287347,26.163275,,
868,363547,2004,2000,Dawn of the Dead,PASS,1 ok,34.529401,72.746991,127.577349,3.4,25
870,363988,2004,2000,Secret Window,FAIL,4 notalk,49.327715,59.141502,113.591309,3.166666667,6
871,364725,2004,2000,Dodgeball: A True Underdog Story,PASS,1 ok,36.995786,140.986916,206.919534,3.337837838,37
872,365748,2004,2000,Shaun of the Dead,PASS,1 ok,6.165964,16.700976,37.405681,3.871428571,70
874,366551,2004,2000,Harold and Kumar Go to White Castle,PASS,1 ok,11.098736,22.475144,22.475144,3.636363636,22
881,367631,2004,2000,D.E.B.S.,PASS,1 ok,4.316175,0.119364,0.119364,,
884,368447,2004,2000,The Village,PASS,1 ok,88.398934,140.827568,317.721828,3.017241379,29
886,368933,2004,2000,The Princess Diaries 2: Royal Engagement,PASS,1 ok,55.493679,117.337605,150.537624,3.0625,8
887,369339,2004,2000,Collateral,FAIL,5 nowomen,73.991573,123.529118,268.429281,3.7125,40
892,370263,2004,2000,AVP: Alien vs. Predator,FAIL,2 dubious,86.323501,99.002076,212.779439,2.638888889,18
893,371246,2004,2000,Spanglish,PASS,1 ok,92.489466,51.848757,67.01703,2.833333333,9
896,372183,2004,2000,The Bourne Supremacy,FAIL,3 men,104.821395,217.149789,355.883988,3.790540541,74
898,372588,2004,2000,Team America: World Police,FAIL,3 men,24.663858,40.417692,61.998567,3.425,20
901,373074,2004,2000,Kung Fu Hustle,FAIL,5 nowomen,24.663858,21.093356,124.558238,3.657894737,19
906,374900,2004,2000,Napoleon Dynamite,FAIL,4 notalk,0.493277,54.92759,56.878201,3.133333333,45
907,375063,2004,2000,Sideways,PASS,1 ok,20.964279,88.176131,135.496025,3.666666667,45
910,375679,2004,2000,Crash,PASS,1 ok,9.006109,68.23801,124.76587,4,48
911,375912,2004,2000,Layer Cake,FAIL,4 notalk,8.015754,2.885618,14.6136,3.722222222,18
912,376541,2004,2000,Closer,PASS,1 ok,43.161751,41.91346,142.404808,3.921052632,19
914,377062,2004,2000,Flight of the Phoenix,FAIL,5 nowomen,92.489466,25.908371,41.939879,,
915,377092,2004,2000,Mean Girls,PASS,1 ok,22.197472,106.112827,161.490339,3.517857143,28
923,381681,2004,2000,Before Sunset,FAIL,5 nowomen,2.466386,7.143667,13.927421,3.882352941,17
924,381707,2004,2000,White Chicks,PASS,1 ok,24.663858,85.274051,137.438109,2.7,5
927,382189,2004,2000,My Summer of Love,PASS,1 ok,2.096428,1.234321,6.106125,,
936,383694,2004,2000,Vera Drake,PASS,1 ok,13.565122,4.629167,16.467879,,
939,385267,2004,2000,In Good Company,FAIL,4 notalk,32.063015,56.097638,78.29511,3.722222222,9
947,387564,2004,2000,Saw,FAIL,3 men,1.479831,68.053804,127.137678,3.272727273,33
952,390221,2004,2000,Maria Full of Grace,PASS,1 ok,3.946217,8.052286,17.808733,3.676470588,17
953,390384,2004,2000,Primer,FAIL,4 notalk,0.008632,0.523811,0.697797,3.75,12
954,391198,2004,2000,The Grudge,PASS,1 ok,12.331929,136.094379,230.953737,2.769230769,13
981,405159,2004,2000,Million Dollar Baby,PASS,1 ok,36.995786,123.926269,286.120974,3.7,65
1004,414852,2004,2000,Banlieue 13,FAIL,5 nowomen,18.497893,1.480098,13.821985,,
424,120667,2005,2000,Fantastic Four,FAIL,4 notalk,104.390399,184.557548,394.556433,2.533333333,15
463,121164,2005,2000,Corpse Bride,FAIL,2 dubious,35.790994,63.659187,136.925192,3.738095238,21
465,121766,2005,2000,Star Wars: Episode III - Revenge of the Sith,FAIL,4 notalk,137.19881,453.675396,1012.883787,3.629032258,62
